logFC	logCPM	PValue	FDR
gene_3713	2.38763843570167	3.55641778703841	0.016659429559967	0.123861929813881
gene_2840	-0.962230657553423	7.84447596497724	0.0166799609069275	0.123968494291546
gene_6301	1.29874098382402	4.85932721771826	0.0167590251219447	0.124469051972925
gene_950	-3.67286661369315	1.10575839441912	0.0167597578481544	0.124469051972925
gene_2238	-2.07873123955675	2.55674609429666	0.0168094404252216	0.12476388337943
gene_3580	-1.30982212086785	6.21585699513004	0.0168119332853782	0.12476388337943
gene_7429	1.19156356861206	4.68271640511714	0.0168404470601498	0.124924461917504
gene_4080	1.9915268348963	3.30300327262781	0.0168492311305494	0.124924461917504
gene_3982	3.38645953979448	2.94193878451849	0.0168523099126713	0.124924461917504
gene_2084	-1.26823029027393	4.50595264106605	0.0169319988019664	0.125468683230577
gene_11464	2.12634024260914	3.40585047375711	0.0169488511251367	0.125547045371383
gene_3508	-1.10490876554967	6.82051679740417	0.0169665006502627	0.12563125250102
gene_2988	-3.74505657915255	1.149011758274	0.0170167894571477	0.125956990800501
gene_14976	-3.41867149856148	3.79664426866786	0.0170722136488169	0.126320485747813
gene_11201	2.36266434134527	2.77510230028123	0.0171263298047919	0.126674037017692
gene_13398	4.51311471889201	1.52946599665724	0.0171418083542021	0.126706783705915
gene_10130	1.26816866509822	4.55702476664345	0.0171434278354103	0.126706783705915
gene_2510	-1.8487553491452	2.86547250745646	0.017161118001908	0.126790676039217
gene_2488	-2.57149146826164	3.40627596694308	0.0171819611480649	0.126897792821749
gene_12981	4.87412707260701	0.613027134957781	0.0172136067576902	0.127084582928684
gene_11588	1.76989626956466	3.47498328089562	0.0172244423642002	0.127117655824356
gene_1630	-5.3669263881379	0.913273509016308	0.0172353900194645	0.127151530944039
gene_786	-4.58344584105494	1.70887999630352	0.0172579194391565	0.127228472390541
gene_458	-1.40953766666491	3.80090898865009	0.0172634315833102	0.127228472390541
gene_14457	0.971589374486242	6.69406190192535	0.0172649037033964	0.127228472390541
gene_73	-2.78312061246456	1.95538479170617	0.0172715196751191	0.127230347514689
gene_935	-2.45198581485605	2.9212218514255	0.0172835742261393	0.127272269706475
gene_1412	-1.15957391885406	4.88743170941684	0.017299101441357	0.127339723528576
gene_3212	-1.01511736088746	5.45846009531968	0.0173273015658929	0.127500379439977
gene_2916	-1.29403382500179	4.39172622756901	0.0173527353027123	0.127640568611345
gene_16908	1.00298906935704	5.52201871959003	0.0173662734650564	0.127693187243062
gene_1239	-3.9304785109661	1.84595601494646	0.0174189416467212	0.128033382188322
gene_2217	-1.6208263288981	5.44723271929765	0.0174805041942371	0.128438678870221
gene_2334	-3.2142670727065	3.53133645651358	0.0175161899196837	0.128653616743913
gene_2069	-1.4969576495244	4.68158502369608	0.0175240117220307	0.128663815873941
gene_1319	-2.28711559607712	4.39814896568897	0.0175454252366457	0.128773763204739
gene_5061	-4.11939075765959	1.38597597870241	0.0175646895877688	0.128855901324285
gene_2611	-2.73142301504539	4.27645839030936	0.0175695021455662	0.128855901324285
gene_8416	-3.52036880836392	3.21972373211559	0.0176883882909864	0.12968026606295
gene_2048	-1.67760752053753	3.19615269896902	0.0178176094949157	0.130579769108946
gene_3136	-1.44740694838175	3.85424595631079	0.0178302084177969	0.130624237493017
gene_3670	1.24234780051146	4.76453421972336	0.0179063842425988	0.13113426761332
gene_3280	-1.79637172062296	2.95563949013632	0.017920807003986	0.131191852152167
gene_3518	-5.27619402496841	0.861965467948001	0.0179941879410185	0.131666631957478
gene_208	-1.71496468750369	4.33977128017187	0.0179988285885873	0.131666631957478
gene_1275	-2.07838749240062	6.11647472716889	0.0180245350236324	0.131806471836434
gene_17124	-5.6848790318221	1.10307569303233	0.0180439687232994	0.131881160050179
gene_16520	5.12905790104724	0.741659465849227	0.0180504499240273	0.131881160050179
gene_18705	1.84198027221992	4.21996569186807	0.0180591199685578	0.131881160050179
gene_161	-1.84805450000597	2.92993919257014	0.018061124868872	0.131881160050179
gene_16704	-2.28550542691515	3.95528875487123	0.01807298294386	0.131919583531825
gene_3239	-1.11003740982119	5.08679501083368	0.0180866168368396	0.131970936423492
gene_1350	-4.96518470400262	0.69635994220021	0.0181723568285274	0.132548189850674
gene_2787	-1.18760794544879	6.8827311331099	0.0181908584345179	0.132587512151993
gene_6071	1.83483095362838	3.85420401252825	0.0181910066672535	0.132587512151993
gene_3522	-1.11754490129783	5.62439208140902	0.0182194974117702	0.132746793528381
gene_5162	1.16558313784783	6.59937885432099	0.0182810138055946	0.133146495306589
gene_18130	4.51139756552026	1.52947602699867	0.0183050672905711	0.13327315100525
gene_660	-0.965534988723557	6.70971140736074	0.0183766339194235	0.13374551615301
gene_3708	1.3679305806025	4.01110068277019	0.0185157168976271	0.13470874425338
gene_1428	-2.71022835471828	1.90506171964759	0.0185445587212643	0.134869517972831
gene_1077	-2.08260400133201	2.65004340438049	0.0185515284481802	0.134871162836642
gene_983	-1.10492900678277	4.7804627436746	0.0186530315777459	0.135559822512688
gene_279	-3.42232023636462	2.6409331046268	0.0186665720708453	0.135608950750783
gene_1745	-2.69709643759723	5.95507726783767	0.0187434707047949	0.136118160528649
gene_6577	1.80528742789462	4.94523364772171	0.0187666862172898	0.136237286513901
gene_3301	-4.57841883525847	1.70624056570207	0.0188380438319444	0.136705688185373
gene_15935	4.65821203763449	1.63362341495868	0.0188461320179341	0.136714777061546
gene_920	-1.50481657488762	3.52562996988728	0.0188534788686039	0.136718483456156
gene_17015	2.46961239884261	2.10029776435363	0.0188746266487668	0.136822230146914
gene_3406	-3.33537420502528	3.72541400375429	0.0188941078672983	0.13691382512535
gene_1343	-1.09829557331821	5.0292394718611	0.0189743631808783	0.137445586243233
gene_138	-3.14602442383952	1.68266730475716	0.0189885728603803	0.137498717309053
gene_15812	5.24134347842	0.801975647832944	0.019056346964855	0.137939536481035
gene_9879	1.16683889981398	5.46333800555873	0.0190661711434551	0.137960717391137
gene_4498	1.09027200684297	6.07965471777433	0.0191365601749473	0.138419965099076
gene_2436	-2.5790835869082	2.18315699171812	0.0191552286630782	0.138504907180609
gene_3176	-2.30047965027963	2.6177610534596	0.0191891222124722	0.138694919067989
gene_3378	-3.0482901346592	2.53060839402639	0.0191953767990097	0.138694919067989
gene_18560	5.61913951198917	1.02114332849919	0.0192085540605337	0.138740007660048
gene_2743	-2.34530327581833	3.00940652390502	0.0192187482276994	0.138763525109743
gene_8989	2.37659658634931	3.27756825846338	0.0192338403005237	0.138822376763073
gene_2180	-1.88793379439726	3.19245623641662	0.0192763228937841	0.139078808757461
gene_8556	1.56424154345538	3.36688120388418	0.0193008196683801	0.139205334788172
gene_10274	0.975550324187433	6.2054597644833	0.0193134197598614	0.139245996826686
gene_9171	-1.51178891995959	4.61217295696961	0.0193944483459687	0.139779807898873
gene_1086	-3.74406730628271	1.14856710494519	0.0194029031331618	0.139790368394537
gene_3872	2.05894742041329	2.47264483995244	0.0196014091047132	0.141169673062393
gene_19383	1.99770711291028	3.78401236464025	0.0196098002264927	0.141179267289364
gene_4403	2.00784826709346	7.06657908831229	0.019647560185398	0.14140021723928
gene_12877	2.92360985066886	2.57133525284085	0.0196743557877973	0.141542127969765
gene_3215	-2.68563597499101	3.27305479245988	0.0197168483186778	0.141796823579129
gene_18942	1.90118741091066	3.09029935104179	0.0197307912638338	0.141846091041221
gene_718	-5.75045818552121	1.14504180966923	0.0197714550367747	0.142087352042937
gene_576	-3.94125607687158	1.2710584480714	0.0198344860133612	0.142489123659204
gene_18414	1.26368281948207	6.5494247353086	0.0198443997138116	0.142509154138683
gene_1503	-2.27867626937178	2.60195654972795	0.0198609606715841	0.142576889243245
gene_3359	-2.56884874904174	2.00438717492281	0.0198721089915551	0.142605733703302
gene_448	-1.83132119289017	3.48672365318081	0.0198999426753376	0.142754251616482
gene_9805	1.22036592234356	6.07137788371264	0.0199477609889478	0.143045973387937
gene_10476	2.65318406111471	2.07766373175666	0.0199629556474169	0.143094605230649
gene_3864	1.63303470510795	3.37772926854962	0.0199688521599371	0.143094605230649
gene_1629	4.87418721274021	0.613047608198092	0.0200426253413343	0.143513352688084
gene_6924	4.8740089485556	0.612986188491878	0.0200460585340033	0.143513352688084
gene_14247	1.20579202453501	4.29745368737053	0.0200488153705253	0.143513352688084
gene_109	-2.14851423754754	3.53990627441445	0.0200619191385057	0.143555772010775
gene_1271	-3.05706276215837	3.09200848925036	0.0200924245533821	0.143708325258372
gene_19843	4.0330964844674	1.20882469035726	0.0200976092873833	0.143708325258372
gene_2478	-1.57274873730707	4.02171740693732	0.0201499062666593	0.14403078103402
gene_664	-1.45704128867473	3.49288307184322	0.0201594112842841	0.144047240330719
gene_2138	-1.25811082221779	5.24475680331555	0.0202020657442048	0.144300469601463
gene_3040	-1.6049261208258	3.23869752176678	0.0202215587983201	0.144388138509961
gene_305	-1.42961871410113	3.81473253806863	0.020232536166637	0.144414961931742
gene_13747	1.57952639166984	3.66884262792859	0.020281205672438	0.144710707616396
gene_595	-1.7927883127901	4.83542383639711	0.0204179312379088	0.145608398980117
gene_5718	5.70008353831836	1.07125170315443	0.0204215779569614	0.145608398980117
gene_2865	-1.31099852975368	3.88999752794419	0.0204870297879709	0.146020265376412
gene_3593	-3.74381529969271	1.14845571275657	0.0204939442455794	0.146020265376412
gene_6532	2.12887470829188	2.23365039385907	0.0205406884040301	0.146292342269031
gene_18830	2.39837677627365	2.05075449137101	0.0205467594716854	0.146292342269031
gene_15406	-1.17050754414643	5.08781918362968	0.0205575587556454	0.146317144168295
gene_16536	-2.92749841225216	4.56099345646136	0.0205863327986852	0.146439024594156
gene_13766	2.79618896627192	1.81267852148391	0.0205893268579384	0.146439024594156
gene_16299	-1.05630369235817	5.38084318775014	0.0206166385468182	0.146581148573183
gene_19400	-5.07627913703822	0.753663762843875	0.02068619050652	0.147023386684577
gene_3919	3.71773285072194	1.01788523671338	0.0208331103251797	0.148014993429341
gene_3166	-1.70169881408897	3.16398164891242	0.0210340362674353	0.149389462126671
gene_5948	1.7730074367446	3.23606193774348	0.021109669681969	0.149822585814638
gene_8824	-3.22926121460745	1.73987446158148	0.0211100023412826	0.149822585814638
gene_2760	-1.62567423124864	4.79084843442181	0.0211974134734023	0.150293647287436
gene_1244	-5.87934171146052	1.22812493768507	0.021200267751829	0.150293647287436
gene_2554	-1.9844824076706	2.49122568199663	0.0212006030942036	0.150293647287436
gene_1769	-1.17291347110326	9.90195876360579	0.0212124191509218	0.150293647287436
gene_235	-1.67129485444889	3.14280817719354	0.0212139483146216	0.150293647287436
gene_9766	5.12909547959242	0.741671625973695	0.0212996374001017	0.150825046294196
gene_8723	1.20815446857308	6.05703541533437	0.0213040377890552	0.150825046294196
gene_19709	1.06295910298247	4.94522780036478	0.0213252284188961	0.150886991049753
gene_796	-2.50000499777694	1.95713702485481	0.0213278761848826	0.150886991049753
gene_13952	4.05039647271605	1.79004106617528	0.021496952245056	0.152029365240849
gene_7781	5.53349552289212	0.969311327725849	0.021605422859585	0.15270489227732
gene_1238	-1.72569046692039	2.90660620792585	0.0216077422572408	0.15270489227732
gene_15186	1.87070920706115	3.21605726168439	0.0216316957054278	0.15282017453499
gene_14616	-4.96410135321717	0.695956843621997	0.0216499088304586	0.15286736830576
gene_1516	-3.18919220448559	1.71196879000377	0.021653662720511	0.15286736830576
gene_7530	0.992905399352865	6.09052177955426	0.0217767193426296	0.153681858451867
gene_19170	-1.35540313485991	5.35919819245681	0.0217948060562562	0.153755245546781
gene_13533	0.933203588221871	7.02465055966375	0.0218041642939768	0.153767026050612
gene_3281	-4.05391144387097	2.67874415216774	0.0218295267850966	0.153891623440935
gene_817	-2.36542112634336	2.18481315891942	0.0219476804672898	0.154670052623607
gene_19823	-5.17969302692123	0.80885345674791	0.022028542430802	0.155185223182825
gene_10489	1.77456476001297	3.14671024121696	0.0220640696493723	0.155380772178678
gene_13357	1.00215562664848	5.787518778496	0.0220962487181697	0.155552613292289
gene_13263	3.25489852027418	1.24989136106329	0.0221248478373164	0.155699140304831
gene_2186	-2.49657665191901	5.23831523551147	0.0221411924572105	0.155759356012737
gene_521	-1.50227334902455	3.55850556783919	0.0221610646576263	0.155844336551521
gene_17497	3.3231669171409	1.29286404117203	0.0221715629862826	0.155863360184764
gene_2562	-1.45989659165119	6.5418596870476	0.0222009619000727	0.155963203537985
gene_3186	-1.29955216502303	4.4630516718422	0.0222013620236322	0.155963203537985
gene_3963	5.53344218157508	0.969290795328015	0.0222107745969072	0.155974540708618
gene_1143	-2.83900593932172	4.14203129466145	0.0223494110175531	0.156867522014923
gene_2876	-1.44599418254046	3.9066247090108	0.0223677866483276	0.156867522014923
gene_3450	-2.1423404948867	2.28835598281116	0.0223691008712442	0.156867522014923
gene_3634	1.67021929691712	3.07427508468112	0.022369308639328	0.156867522014923
gene_682	-1.48540579378875	3.67741433261094	0.0223786534604057	0.156878047391558
gene_141	-1.75954712556808	3.20467276643111	0.0223944889206034	0.156934049899113
gene_9215	2.69493611912191	2.26125383708009	0.0224251683310956	0.157093998816782
gene_730	-1.06136404881901	5.69086729890787	0.0225108414659704	0.157638945840129
gene_1046	-1.14820744526767	4.82121763023247	0.0225253419493648	0.157685277909449
gene_10926	1.77423484029561	3.14692902609605	0.0225494722415985	0.157785859509568
gene_5519	4.35177561076693	1.41730631504647	0.0225554886168928	0.157785859509568
gene_2860	-1.70228571196463	3.16430454156484	0.0226218991959101	0.158195099272099
gene_934	-1.10975546768925	5.33686321097708	0.0226809964249476	0.158513528012552
gene_5400	1.89141366992382	3.80496946912445	0.0226832858585962	0.158513528012552
gene_8913	2.243332461447	1.94676074836976	0.0227396412560876	0.158851842515457
gene_3449	-1.66078752812946	4.92142083492319	0.0227928484578809	0.159167936158386
gene_11225	1.57052072445296	3.6031556120714	0.0228364789858834	0.159416956271437
gene_2803	-2.75373154052022	3.06103313170472	0.0228966019379634	0.159780892798069
gene_901	-1.02385666484754	10.4621384511884	0.0229100061083254	0.159818668352462
gene_2099	-2.69778910287154	2.09452104829759	0.022968204997752	0.160168793568703
gene_547	-1.57557527764271	3.21838967499201	0.0230597011788658	0.160719584654592
gene_19753	1.92287584263117	4.45375399059828	0.0230632603979339	0.160719584654592
gene_2943	-1.72619485749611	4.20806161427223	0.0231155575266006	0.16102791728736
gene_10722	-4.2252771501666	1.45687875559727	0.0232264207697228	0.161743877226482
gene_17776	1.78892468036427	3.24708366307318	0.0232740492659965	0.162019138642509
gene_11761	2.88734201283521	1.37199689854067	0.0233000975899969	0.162144033333312
gene_3400	-1.50271877863631	8.55335954717709	0.0233249838216671	0.162223024140011
gene_17293	3.28961489262179	2.55700352919157	0.0233276708713336	0.162223024140011
gene_18402	-1.19687362553715	5.08551617346517	0.0234221308340847	0.16282329394567
gene_15209	-2.63612271538679	1.85423216772082	0.0234489026982638	0.162952763712744
gene_16050	-1.05261217397299	7.01460267077549	0.0234753992443547	0.163080230943763
gene_5635	1.07609625178151	5.8759004464158	0.0235444436431668	0.163503080855325
gene_4173	3.57048905032541	1.45276458824671	0.0236480644747728	0.164165667995646
gene_1340	-3.2825457897255	2.53077190909458	0.0236993422792075	0.164464554331766
gene_11403	1.2498987642034	4.08822354287318	0.0237357661552071	0.164608770611396
gene_12679	2.40759389496268	4.13856844219279	0.0237365847221633	0.164608770611396
gene_3631	2.05204163690657	4.01846164320264	0.0237548953128346	0.16467865034894
gene_6459	3.71884516382336	1.01778391977355	0.0238454201046231	0.165248926573965
gene_10597	1.06964435041281	4.83314615946915	0.023992374023223	0.166209726520422
gene_189	-1.26418496740296	4.16776737425089	0.0240616130112283	0.166631669052827
gene_2126	-4.9644604685382	0.696091401552454	0.0241071466471467	0.166889211818253
gene_1180	-1.56660272969021	9.80934453852605	0.0243290157855193	0.168366891249269
gene_13801	3.80448707151874	1.06791111082582	0.0243901291517407	0.168680235333897
gene_15094	1.44162622367084	3.65802036386312	0.0243911620292815	0.168680235333897
gene_2509	-2.93771073056507	2.44619110515396	0.024405370135786	0.168720153029976
gene_348	-3.89638027477394	4.21656156507682	0.0244222743766899	0.16877867572004
gene_19010	-3.02475038432014	2.81492290639347	0.0244428720865284	0.168862674172908
gene_2491	-3.81453383643797	1.19130834030517	0.0245267695802696	0.169383767819542
gene_1303	-5.53255813188431	1.01050752232134	0.0245807517624927	0.169693693660323
gene_2257	-0.873624220521286	9.9247527559146	0.0245886162113808	0.169693693660323
gene_2168	-1.19867298981573	4.97010065823939	0.0246751186013003	0.17023193239945
gene_4058	2.79735084757991	1.81251563547346	0.0247948974404718	0.170965599683312
gene_3612	3.25474040764088	1.2498234912765	0.0248052986180254	0.170965599683312
gene_19757	5.61888913987358	1.02104513689268	0.0248071085140486	0.170965599683312
gene_9376	1.85360339874557	2.70706283351936	0.0248986385872413	0.171501676642938
gene_5474	-1.71042622692941	4.58108756987073	0.0249020434485545	0.171501676642938
gene_4657	2.89643545244538	3.10325526592941	0.024944753929005	0.171736687979381
gene_3393	-2.45779065553855	2.09798018418552	0.0249572970656782	0.171763916487806
gene_128	-1.70634692499662	3.0637974938049	0.0250159123844759	0.172108100340392
gene_657	-4.220963167207	1.45464431056667	0.0250768364714941	0.172467926213852
gene_11094	3.57256308652824	1.45257397377254	0.0252284171886011	0.173371455503052
gene_4767	3.62804715176871	1.87508292524427	0.02522879021211	0.173371455503052
gene_2414	-2.42536776286649	1.90683970127643	0.0252342153484692	0.173371455503052
gene_7249	-2.49139654364759	2.53620908203642	0.0252545275910526	0.173451425762724
gene_16693	-2.67482673785269	1.88064247011137	0.0253205767724028	0.173845360606953
gene_6960	1.04077566296915	7.0192064876982	0.0254901522693756	0.174925721785266
gene_512	-3.82198559556624	1.76679659757311	0.0254954239502025	0.174925721785266
gene_2374	-1.82258979450482	4.01078672692983	0.0255065972298782	0.174942367831812
gene_768	-2.28857541422845	1.98296406504674	0.0255407333638994	0.175116444044562
gene_12314	1.04414414883367	5.26677366744457	0.0255733136507226	0.175235518919921
gene_3792	3.32386995989126	1.29268222855933	0.0255756239863625	0.175235518919921
gene_5036	1.74379081379024	3.45598276206193	0.0256200366631813	0.175479703172475
gene_505	-1.01148511177117	6.46338574264476	0.0256454208550112	0.175593432762829
gene_119	-2.75303328597945	1.42665853652889	0.0257089317372484	0.175968047482878
gene_921	-2.26102677303363	3.16565711699553	0.0257338903400991	0.17607862018542
gene_19138	2.11781332570707	3.44326852588399	0.0257792657830365	0.176328767325831
gene_1230	-2.48395869955012	2.94573372959818	0.0259211420847729	0.177238578357421
gene_14043	5.70029396950551	1.07133663069011	0.0259357321343146	0.177277731608439
gene_20	-3.73894054660604	2.11036738701239	0.0259528642602661	0.177286274905826
gene_6288	1.1657289424429	4.23854930443733	0.0259599038989921	0.177286274905826
gene_5462	-1.51811708685764	5.42925070167573	0.0259635749599583	0.177286274905826
gene_11865	-2.19674792117788	2.3259622056288	0.0262295344409318	0.179041190723084
gene_12564	0.975713628983753	5.26459927503673	0.0262473175457728	0.179101450329395
gene_12233	-1.46511562641832	4.09193785032562	0.0262747487073634	0.179191868568055
gene_3561	-1.68437722718221	2.994056842116	0.0262784875255053	0.179191868568055
gene_5548	0.854994831333082	6.87279365637123	0.0263407325181933	0.179555095556873
gene_3875	3.06914047924717	1.48744213304254	0.0263665502563598	0.179669848424939
gene_3442	-1.39883260993542	3.73725336590404	0.0264197704989862	0.179923025554083
gene_310	-1.76351337702975	2.99212143284352	0.0264222402588307	0.179923025554083
gene_675	-1.41200879912805	4.69757775015714	0.0264373111245503	0.179923025554083
gene_1136	-5.61339012142618	1.0586372529464	0.0264396886051726	0.179923025554083
gene_11198	-3.24334916983468	2.04575127876741	0.0264591909607405	0.179994496331568
gene_3837	3.88417430282175	1.116549783417	0.0264858423008586	0.18011453451791
gene_18	-1.17586625991876	4.60689101450273	0.026498000973012	0.180122047343949
gene_12874	0.964719787986872	5.24334303866576	0.0265049592666621	0.180122047343949
gene_15152	-4.655717479645	1.76287889960707	0.0265421424687979	0.180313467858681
gene_17254	3.66102320606205	3.02258682174493	0.0266469372395428	0.180963920132719
gene_3427	-2.80855496410216	1.4612926104382	0.0266776637533198	0.181111091332789
gene_184	-1.83124461014574	3.09678603272838	0.0267026183540994	0.181218991205289
gene_4107	2.26062052537094	3.18816275668223	0.0267177568691409	0.181260222992815
gene_19161	1.05971511092845	4.61953016569062	0.0267442183128136	0.181272938886276
gene_12801	2.90855616330489	1.65909539879993	0.0267460965836428	0.181272938886276
gene_814	-1.60889326663331	3.09967069156509	0.0267468221326701	0.181272938886276
gene_12629	0.976005852800958	6.06803590595998	0.0267704198036578	0.181371407883861
gene_8605	1.25278631281812	3.87013928188436	0.0267802135475494	0.181376319319671
gene_1700	-1.35463039655793	4.88909306134252	0.026809371648246	0.181512333434299
gene_14593	2.35202479401029	2.49489129134295	0.0269114396532641	0.182141723541551
gene_11008	0.916950403792278	5.67548433430497	0.0271587013903692	0.183753054062038
gene_2910	-1.21964796883104	4.19616115534846	0.027181639655391	0.183786108061243
gene_14581	0.950091719773452	5.81904243974052	0.0271819653822578	0.183786108061243
gene_14505	-1.17382536008881	5.85182958785291	0.0272263888312977	0.184024257055071
gene_1329	-1.57507388213951	4.19281104833874	0.0272676993138813	0.184196122567529
gene_15755	2.12107910891686	5.13448623701086	0.0272702359461226	0.184196122567529
gene_7007	-1.42929939010425	3.81457315269298	0.0273546666045737	0.184704028390099
gene_1139	-2.86250079142348	1.49539547741335	0.0273742735051658	0.184774036484413
gene_1855	-3.5930175390212	1.99989701495472	0.0274017685087758	0.184897223406045
gene_652	-1.57349069487024	3.67503773971662	0.0274333752387658	0.185048062318825
gene_3690	2.80418012879368	4.53103728358522	0.0274569291606122	0.185144498722941
gene_2078	-1.68403413407626	3.24779376938469	0.0274992606317902	0.185367446119246
gene_3477	-1.61931675285147	4.83151866896101	0.027599803087065	0.185982500586691
gene_2809	-2.59738291990026	1.82829745882229	0.0276130933769292	0.186009386169951
gene_785	-1.21511410366466	5.1182779443284	0.0276275905058724	0.186044380510926
gene_3544	-2.1665842661702	2.52184082059844	0.0276705829480378	0.186271174338861
gene_123	-3.745587577175	1.1492342027456	0.0277115503050741	0.186484187786501
gene_12068	1.15433825858892	6.31605927127728	0.0277324876519173	0.186562311819155
gene_2409	-2.47470940335994	2.39876480562342	0.0277670210059882	0.186731815776653
gene_89	-3.70371740447561	1.68229867701768	0.0278798119525416	0.187424438576949
gene_3941	2.85069384594842	4.24622667596133	0.02788875646025	0.187424438576949
gene_82	-3.51454604697768	1.01425475623548	0.0279147888236759	0.18753637100219
gene_2082	-1.32813774241518	4.25060708930261	0.0279878786852337	0.187877177095942
gene_1185	-1.39902087865901	5.71493157655184	0.0279915254025349	0.187877177095942
gene_9914	2.14065681142658	2.61406288628769	0.0279936993872953	0.187877177095942
gene_19220	1.03977481601213	4.957595132571	0.0280479517379987	0.188178139805426
gene_460	-1.80683346667029	2.54349014939638	0.0280868849803056	0.188376156809561
gene_702	-2.22485875421922	2.34552319142273	0.0281156767008947	0.188506045597685
gene_3373	-2.45127197726196	2.24518348191982	0.0281259548685122	0.188511761853299
gene_357	-1.75483483176676	3.73750760044119	0.0281432547024698	0.188564520619563
gene_1683	-1.38534891910636	3.60882943445221	0.0283089171418848	0.189610965451338
gene_15079	3.77548175646707	1.98413420268781	0.0283669104161982	0.189935791203202
gene_3410	-2.373077277556	4.02462676083276	0.0283990912037429	0.190087625192389
gene_1438	-1.43952140772192	3.70680891765837	0.0284428928109163	0.190268140351877
gene_870	-1.14728206084377	7.18722365245647	0.0284450869826057	0.190268140351877
gene_897	-3.13921855741337	3.46932233885968	0.0285618079552029	0.190985008058862
gene_10649	1.15756713596838	4.24913600345836	0.0285720048102252	0.190989336966746
gene_1984	-2.68954621991089	2.26261639021428	0.0286145639794579	0.1912099163345
gene_9523	0.995474872991671	5.44708674627795	0.0287281782892343	0.19190499859208
gene_2701	-1.47517556518234	3.35821665493215	0.0287938922202426	0.192279747714475
gene_3950	1.15462481245742	5.47402188032893	0.0288873938477074	0.192830878286548
gene_14606	-1.25003271820072	3.9671637341102	0.0288957071112393	0.192830878286548
gene_8943	-1.34251380574162	3.98366821444412	0.0289332748808449	0.192971579868655
gene_6232	3.5305404302031	0.912057089420806	0.0289360884013048	0.192971579868655
gene_5570	3.62651949937217	0.965934540466029	0.0290218520448158	0.193479013632105
gene_498	-1.55061390263038	3.15570175316048	0.0290364202536155	0.193511631147054
gene_2788	-2.01323467501571	3.53279362478199	0.0290582920523634	0.193592885092361
gene_6802	5.34522956354018	0.859816167535649	0.0292108348033816	0.194544354334876
gene_4550	1.80993850964499	3.12407533319334	0.0292478723110596	0.194682884282177
gene_18004	5.3456035772685	0.859950266763549	0.0292511033633971	0.194682884282177
gene_2838	-5.45193314601376	0.962665740753502	0.0293461670759353	0.19525061261434
gene_19459	-4.27564093539917	1.49103830180856	0.0293775452013038	0.195394381119414
gene_17517	-2.93427911417471	1.82571158106555	0.029405996381788	0.195518592964016
gene_71	-5.18284179359359	0.810009347566119	0.0295107890178932	0.196150143023551
gene_1648	-1.44103371600952	3.64679601920563	0.0295217629366251	0.196157893266612
gene_1245	-1.64889110031501	3.17601523194371	0.0296975913244129	0.197260653101381
gene_3092	-1.1481195139049	4.61621662633474	0.029761284005718	0.197618087687371
gene_506	-1.17969615497486	4.20712267036636	0.0298201776883628	0.197943429726935
gene_131	-1.72563525569589	3.71670122231692	0.0298432945757079	0.198031151796336
gene_9388	0.894648216036754	6.91609685731212	0.0299649412922352	0.198772413215491
gene_8444	1.01401347149694	5.40807641297229	0.0299987568635067	0.198870820190486
gene_1534	-1.66491615834723	4.061837497233	0.0299996632257349	0.198870820190486
gene_2939	-2.59522942109654	1.82708191143104	0.0301510170717529	0.199807932881066
gene_2197	-2.14268862042343	2.50507645182521	0.0302225742444603	0.200215794928521
gene_12702	1.27861365906905	3.97090273344301	0.0302552942367664	0.200366186998453
gene_2209	-1.33235655220815	3.63386398885419	0.030392518635896	0.201152717086001
gene_7272	2.92194350409911	1.89845294291371	0.0303999736376058	0.201152717086001
gene_9002	2.51052538512361	1.62321036058852	0.03040871852524	0.201152717086001
gene_1990	-1.30333155992538	4.6510645233738	0.0304142908234033	0.201152717086001
gene_2277	-1.8949993401327	2.68316411793754	0.0304548999445247	0.201351773774819
gene_9172	0.953209292284744	5.08303319280171	0.0304645233721301	0.201351773774819
gene_6653	1.70897115299155	3.92696406934999	0.0305000376434003	0.201516699182578
gene_15355	3.15674436158871	3.11720372587966	0.0305096282562424	0.201516699182578
gene_1842	-2.63343635408042	1.35379906162884	0.0305517757803922	0.201728463389846
gene_6202	-1.27771397406068	4.15700940852559	0.0305687815068064	0.201774135358458
gene_3115	-2.36220952536252	3.43433346066823	0.0306494847055842	0.202240083837573
gene_4443	2.14031760258602	3.82296477340211	0.0306860677156818	0.202414694694471
gene_1436	-2.77674581134849	6.02325369186712	0.0308778442121364	0.203612556624704
gene_7231	3.01034651192739	1.45009538454989	0.0309477285905228	0.20400612122955
gene_2337	-2.272786475082	2.12109481202609	0.0309725811239324	0.204102676269736
gene_12937	1.07131045495056	5.30576032586496	0.0310990664044239	0.204868685141132
gene_17050	1.05825670206658	4.33444535460734	0.0312788042731157	0.205984881614196
gene_10664	1.71596983185735	6.67611569080019	0.0313605173635616	0.206455018851623
gene_18955	-3.4173184532492	2.4250606084417	0.0314668056575092	0.207086578858238
gene_14311	1.09913359277479	4.40401514276509	0.0314931760172651	0.20717501596833
gene_14943	2.28376632079532	1.97357972046605	0.0315009611779846	0.20717501596833
gene_7828	2.0889801908178	2.09636075395362	0.0315484698293592	0.207419262520442
gene_16999	-1.14486917021473	4.27395046766349	0.0316223279350532	0.207795269537043
gene_13352	1.21856214216438	4.61494215303179	0.031639996968886	0.207795269537043
